Date,Month,WeekNum,WeekDay,Quarter,Year,Lines,Shifts,LinesInShift1,LinesInShift2,LinesInShift3,Operating Hours,Elapsed Hrs,PlanVol,PlanVolS,PlanVolM,PlanVolL,PlanRev,PlanLabCost,PlanMatCost,PlanEnerCost,PlanFixCost,PlanTotalCost,PlanCostPerUnit,PlanRevPerUnit,PlanOP,PlanOPMargin,ActVol,ActVolS,ActVolM,ActVolL,ActRev,ActLabCost,ActMatCost,ActEnerCost,ActFixCost,ActTotalCost,ActCostperUnit,ActRevPerUnit,ActOP,ActOPMargin,ActOPPer-Unit,OPVariance,VolVariance,Efficiency%,EfficiencyActS,EfficiencyActM,EfficiencyActL,
19-03-2022,3,12,7,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,510,33967,17.69114583,25.32083333,14649,30.13205529,1935,910,658,367,46348,14322.31,17636,2657.2,535.5,35151.01,18.16589664,23.95245478,11196.99,24.15851817,5.78655814,-3452.01,-15,100.78125,47.02842377,34.00516796,18.96640827,
20-03-2022,3,13,1,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,510,33967,17.69114583,25.32083333,14649,30.13205529,1855,872,464,519,52614,14256.43,20709,2753.4,544.17,38263,20.62695418,28.36334232,14351,27.27601019,7.73638814,-298,65,96.61458333,47.00808625,25.01347709,27.97843666,
21-03-2022,3,13,2,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1914,1053,575,286,46505,9038.74,16530,2691,527.85,28787.59,15.04053814,24.29728318,17717.41,38.09786045,9.256745037,-1323.59,6,99.6875,55.01567398,30.04179728,14.94252874,
22-03-2022,3,13,3,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1889,888,662,339,44292,9565.78,17731,2675.4,529.38,30501.56,16.14693489,23.44732663,13790.44,31.13528402,7.300391742,-5250.56,31,98.38541667,47.00899947,35.04499735,17.94600318,
23-03-2022,3,13,4,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1831,861,550,420,47420,8748.86,18556,2704,543.15,30552.01,16.68596942,25.89841617,16867.99,35.57146774,9.21244675,-2173.01,89,95.36458333,47.02348443,30.03823048,22.93828509,
24-03-2022,3,13,5,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1871,917,637,317,44037,9513.07,15933,2761.2,529.38,28736.65,15.35897916,23.53661144,15300.35,34.74430592,8.177632282,-3740.65,49,97.44791667,49.01122394,34.04596472,16.94281133,
25-03-2022,3,13,6,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1913,938,536,439,50666,9548.21,18958,2628.6,523.77,31658.58,16.5491793,26.48510193,19007.42,37.51513836,9.935922635,-33.58,7,99.63541667,49.03293257,28.01881861,22.94824882,
26-03-2022,3,13,7,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,510,33967,17.69114583,25.32083333,14649,30.13205529,1903,1047,514,342,49064,14137.85,18058,2779.4,536.52,35511.77,18.66094062,25.78244877,13552.23,27.62153514,7.121508145,-1096.77,17,99.11458333,55.01839201,27.00998424,17.97162375,
27-03-2022,3,14,1,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,510,33967,17.69114583,25.32083333,14649,30.13205529,1900,1007,513,380,49763,13927.03,18551,2659.8,531.93,35669.76,18.77355789,26.19105263,14093.24,28.32072021,7.417494737,-555.76,20,98.95833333,53,27,20,
28-03-2022,3,14,2,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1882,1036,640,206,42060,8722.51,14697,2633.8,517.14,26570.45,14.11819872,22.34856536,15489.55,36.82727057,8.230366631,-3551.45,38,98.02083333,55.04782147,34.0063762,10.94580234,
29-03-2022,3,14,3,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1889,983,511,395,49791,9416.45,18451,2714.4,517.14,31098.99,16.46320275,26.35839068,18692.01,37.54094113,9.89518793,-348.99,31,98.38541667,52.0381154,27.05134992,20.91053467,
30-03-2022,3,14,4,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1870,992,524,354,48024,9135.36,17347,2761.2,540.6,29784.16,15.92735829,25.68128342,18239.84,37.98067633,9.753925134,-801.16,50,97.39583333,53.04812834,28.02139037,18.93048128,
31-03-2022,3,14,5,1,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,510,29575,15.40364583,25.32083333,19041,39.16611815,1926,867,655,404,46905,9293.47,19440,2717,528.87,31979.34,16.60401869,24.35358255,14925.66,31.82104253,7.749563863,-4115.34,-6,100.3125,45.01557632,34.00830737,20.9761163,
01-04-2022,4,14,6,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1922,923,635,364,46565,9275.9,17163,2756,534.57,29729.47,15.46798647,24.22736733,16835.53,36.15490175,8.759380853,-2200.47,-2,100.1041667,48.02289282,33.03850156,18.93860562,
02-04-2022,4,14,7,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1853,964,593,296,44353,14612.18,17372,2698.8,554.66,35237.64,19.01653535,23.93577982,9115.36,20.55184542,4.919244468,-5528.64,67,96.51041667,52.02374528,32.00215866,15.97409606,
03-04-2022,4,15,1,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1881,997,546,338,47396,14203.73,17446,2805.4,546.42,35001.55,18.6079479,25.19723551,12394.45,26.15083551,6.589287613,-2249.55,39,97.96875,53.00372142,29.02711324,17.96916534,
04-04-2022,4,15,2,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1877,845,526,506,51216,9548.21,20715,2784.6,552.08,33599.89,17.9008471,27.28609483,17616.11,34.39571618,9.385247736,-1419.89,43,97.76041667,45.01864678,28.02344166,26.95791156,
05-04-2022,4,15,3,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1839,994,534,311,45944,9574.56,17396,2823.6,550.54,30344.7,16.50065253,24.98314301,15599.3,33.95285565,8.482490484,-3436.7,81,95.78125,54.05111474,29.03752039,16.91136487,
06-04-2022,4,15,4,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1910,955,478,477,53018,8889.41,21135,2789.8,561.35,33375.56,17.47411518,27.75811518,19642.44,37.048625,10.284,606.44,10,99.47916667,50,25.02617801,24.97382199,
07-04-2022,4,15,5,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1850,962,537,351,46987,9653.62,17274,2813.2,544.36,30285.18,16.37036757,25.39837838,16701.82,35.545619,9.028010811,-2334.18,70,96.35416667,52,29.02702703,18.97297297,
08-04-2022,4,15,6,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1884,867,509,508,51959,9328.61,20350,2763.8,535.09,32977.5,17.50398089,27.57908705,18981.5,36.53168845,10.07510616,-54.5,36,98.125,46.01910828,27.01698514,26.96390658,
09-04-2022,4,15,7,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1860,1023,503,334,47933,13861.15,17976,2782,555.69,35174.84,18.9112043,25.77043011,12758.16,26.61665241,6.859225806,-1885.84,60,96.875,55,27.04301075,17.95698925,
10-04-2022,4,16,1,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1855,854,631,370,44791,14151.02,16917,2758.6,553.63,34380.25,18.53382749,24.14609164,10410.75,23.24295059,5.612264151,-4233.25,65,96.61458333,46.03773585,34.01617251,19.94609164,
11-04-2022,4,16,2,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1923,1039,500,384,50910,9363.74,18686,2683.2,546.42,31279.36,16.26591784,26.47425897,19630.64,38.55949715,10.20834113,594.64,-3,100.15625,54.03016121,26.00104004,19.96879875,
12-04-2022,4,16,3,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1905,1010,591,304,46131,9021.17,17192,2735.2,548.48,29496.85,15.48391076,24.21574803,16634.15,36.05850729,8.73183727,-2401.85,15,99.21875,53.0183727,31.02362205,15.95800525,
13-04-2022,4,16,4,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1845,923,646,276,42176,9170.5,17726,2823.6,559.81,30279.91,16.41187534,22.8596206,11896.09,28.20582796,6.447745257,-7139.91,75,96.09375,50.02710027,35.01355014,14.95934959,
14-04-2022,4,16,5,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1869,1010,561,298,45801,9556.99,18720,2748.2,542.3,31567.49,16.8900428,24.50561798,14233.51,31.07685422,7.615575174,-4802.49,51,97.34375,54.03959337,30.01605136,15.94435527,
15-04-2022,4,16,6,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1902,932,552,418,49452,9636.05,18973,2719.6,539.72,31868.37,16.75518927,26,17583.63,35.55696433,9.244810726,-1452.37,18,99.0625,49.00105152,29.02208202,21.97686646,
16-04-2022,4,16,7,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1881,922,565,394,47965,14335.49,19280,2753.4,545.9,36914.79,19.62508772,25.49973418,11050.21,23.03806943,5.874646465,-3593.79,39,97.96875,49.0164806,30.03721425,20.94630516,
17-04-2022,4,17,1,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1887,1019,604,264,44414,14414.54,16238,2688.4,560.84,33901.78,17.96596714,23.53683095,10512.22,23.66870807,5.570863805,-4131.78,33,98.28125,54.00105988,32.00847907,13.99046105,
18-04-2022,4,17,2,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1899,912,494,493,52544,9407.66,20831,2787.2,549.51,33575.37,17.68055292,27.66929963,18968.63,36.10046818,9.988746709,-67.37,21,98.90625,48.02527646,26.01369142,25.96103212,
19-04-2022,4,17,3,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1922,961,481,480,53351,9029.95,21063,2730,539.72,33362.67,17.35830905,27.75806452,19988.33,37.46570823,10.39975546,952.33,-2,100.1041667,50,25.02601457,24.97398543,
20-04-2022,4,17,4,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1907,897,592,418,48442,9390.1,18676,2724.8,541.27,31332.17,16.4300839,25.40220241,17109.83,35.32023864,8.972118511,-1926.17,13,99.32291667,47.03723125,31.04352386,21.91924489,
21-04-2022,4,17,5,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1855,854,631,370,44791,9082.66,16960,2771.6,546.42,29360.68,15.82785984,24.14609164,15430.32,34.44959925,8.318231806,-3605.68,65,96.61458333,46.03773585,34.01617251,19.94609164,
22-04-2022,4,17,6,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1892,871,568,453,49388,8915.76,19028,2792.4,539.21,31275.37,16.53032241,26.10359408,18112.63,36.67415162,9.57327167,-923.37,28,98.54166667,46.0359408,30.02114165,23.94291755,
23-04-2022,4,17,7,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1933,1044,658,231,43568,13953.38,16025,2680.6,546.42,33205.4,17.17816865,22.53905846,10362.6,23.78488799,5.360889809,-4281.4,-13,100.6770833,54.00931195,34.04035178,11.95033626,
24-04-2022,4,18,1,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1932,947,561,424,50211,14098.32,18792,2711.8,534.06,36136.18,18.70402692,25.98913043,14074.82,28.03134771,7.28510352,-569.18,-12,100.625,49.01656315,29.03726708,21.94616977,
25-04-2022,4,18,2,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1932,1005,619,308,46209,8871.84,18289,2704,551.05,30415.89,15.74321429,23.91770186,15793.11,34.17756281,8.174487578,-3242.89,-12,100.625,52.01863354,32.03933747,15.94202899,
26-04-2022,4,18,3,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1851,833,574,444,47804,9609.7,20257,2792.4,548.99,33208.09,17.94062129,25.82603998,14595.91,30.53282152,7.885418693,-4440.09,69,96.40625,45.00270124,31.01026472,23.98703404,
27-04-2022,4,18,4,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1898,949,551,398,48961,9100.22,18997,2802.8,548.48,31448.5,16.56928346,25.79610116,17512.5,35.76826454,9.226817703,-1523.5,22,98.85416667,50,29.03055848,20.96944152,
28-04-2022,4,18,5,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1882,866,565,451,49135,9442.8,18667,2834,559.81,31503.61,16.73943146,26.10786397,17631.39,35.88356569,9.368432519,-1404.61,38,98.02083333,46.01487779,30.02125399,23.96386823,
29-04-2022,4,18,6,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,8784,17681,2600,515,29580,15.40625,25.32083333,19036,39.15583347,1900,988,665,247,42695,9477.94,16511,2784.6,554.66,29328.2,15.43589474,22.47105263,13366.8,31.30764727,7.035157895,-5669.2,20,98.95833333,52,35,13,
30-04-2022,4,18,7,2,2022,8,2,4,4,0,64,16,1920,960,576,384,48616,13176,17681,2600,515,33972,17.69375,25.32083333,14644,30.12177061,1856,1003,502,351,48182,13637.16,18395,2717,542.81,35291.97,19.01507004,25.96012931,12890.03,26.7527915,6.945059267,-1753.97,64,96.66666667,54.04094828,27.04741379,18.91163793,
01-05-2022,5,19,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2090,1108,607,375,52637,16031.95,20302,3646.5,556.4,40536.85,19.39562201,25.18516746,12100.15,22.98791724,5.789545455,-3299.85,40,98.12206573,53.01435407,29.0430622,17.94258373,
02-05-2022,5,19,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2136,1133,620,383,53800,10691.41,20136,3511.2,558.48,34897.09,16.33758895,25.18726592,18902.91,35.13552045,8.849676966,-1401.09,-6,100.2816901,53.04307116,29.02621723,17.93071161,
03-05-2022,5,19,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2046,1064,573,409,52983,10925.82,20027,3663,566.8,35182.62,17.19580645,25.89589443,17800.38,33.59639884,8.700087977,-2503.62,84,96.05633803,52.00391007,28.0058651,19.99022483,
04-05-2022,5,19,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2113,1036,634,443,53904,10885.06,21108,3616.8,547.04,36156.9,17.11164221,25.51064837,17747.1,32.92353072,8.399006152,-2556.9,17,99.20187793,49.02981543,30.00473261,20.96545196,
05-05-2022,5,19,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2094,1027,524,543,58524,10885.06,21883,3560.7,563.68,36892.44,17.61816619,27.94842407,21631.56,36.9618618,10.33025788,1327.56,36,98.30985915,49.04489016,25.02387775,25.93123209,
06-05-2022,5,19,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2048,1106,676,266,47196,11119.47,18391,3603.6,565.76,33679.83,16.44522949,23.04492188,13516.17,28.63838037,6.599692383,-6787.83,82,96.15023474,54.00390625,33.0078125,12.98828125,
07-05-2022,5,19,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2074,1037,685,352,49435,16243.3,19672,3517.8,577.2,40010.3,19.29136933,23.83558341,9424.7,19.06483261,4.544214079,-5975.3,56,97.37089202,50,33.02796528,16.97203472,
08-05-2022,5,20,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2130,1044,682,404,52242,16816.94,18824,3491.4,568.88,39701.22,18.63907042,24.52676056,12540.78,24.00516826,5.887690141,-2859.22,0,100,49.01408451,32.01877934,18.96713615,
09-05-2022,5,20,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2094,1068,629,397,52559,11190.82,20544,3567.3,567.84,35869.96,17.12987584,25.09980898,16689.04,31.75296334,7.969933142,-3614.96,36,98.30985915,51.00286533,30.03820439,18.95893028,
10-05-2022,5,20,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2070,1015,539,516,56829,10885.06,23211,3534.3,573.56,38203.92,18.456,27.45362319,18625.08,32.77390065,8.997623188,-1678.92,60,97.18309859,49.03381643,26.03864734,24.92753623,
11-05-2022,5,20,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2035,998,570,467,53900,10538.53,20430,3507.9,572,35048.43,17.22281572,26.48648649,18851.57,34.97508349,9.263670762,-1452.43,95,95.5399061,49.04176904,28.00982801,22.94840295,
12-05-2022,5,20,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2075,1100,685,290,48225,10772.94,19085,3577.2,561.6,33996.74,16.38397108,23.24096386,14228.26,29.50390876,6.856992771,-6075.74,55,97.41784038,53.01204819,33.01204819,13.97590361,
13-05-2022,5,20,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2050,943,636,471,52516,11251.97,20209,3603.6,567.32,35631.89,17.38140976,25.61756098,16884.11,32.1504113,8.23615122,-3419.89,80,96.24413146,46,31.02439024,22.97560976,
14-05-2022,5,20,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2065,950,661,454,51901,15609.26,20299,3511.2,571.48,39990.94,19.36607264,25.13365617,11910.06,22.94765033,5.767583535,-3489.94,65,96.94835681,46.00484262,32.00968523,21.98547215,
15-05-2022,5,21,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2056,1008,658,390,50438,16167.82,19294,3653.1,564.72,39679.64,19.2994358,24.53210117,10758.36,21.32987034,5.23266537,-4641.64,74,96.5258216,49.02723735,32.00389105,18.9688716,
16-05-2022,5,21,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2104,989,632,483,54492,11027.74,20788,3639.9,567.32,36022.96,17.12117871,25.89923954,18469.04,33.89312193,8.778060837,-1834.96,26,98.77934272,47.00570342,30.03802281,22.95627376,
17-05-2022,5,21,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2065,1116,682,267,47552,10671.02,16533,3623.4,556.4,31383.82,15.19797579,23.02760291,16168.18,34.00105148,7.829627119,-4135.82,65,96.94835681,54.04358354,33.02663438,12.92978208,
18-05-2022,5,21,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2101,1072,568,461,55818,10956.4,19920,3597,563.68,35037.08,16.67638267,26.56734888,20780.92,37.22978251,9.890966207,476.92,29,98.63849765,51.02332223,27.03474536,21.94193241,
19-05-2022,5,21,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2026,912,548,566,56248,11262.16,23757,3468.3,546.52,39033.98,19.26652517,27.76307996,17214.02,30.60379036,8.496554788,-3089.98,104,95.11737089,45.0148075,27.04837117,27.93682132,
20-05-2022,5,21,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2130,1065,746,319,48686,10640.45,17927,3630,546,32743.45,15.37251174,22.857277,15942.55,32.74565584,7.484765258,-4361.45,0,100,50,35.02347418,14.97652582,
21-05-2022,5,21,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2124,1062,680,382,51680,16182.91,17562,3600.3,572.52,37917.73,17.85203861,24.33145009,13762.27,26.62977941,6.479411488,-1637.73,6,99.71830986,50,32.01506591,17.98493409,
22-05-2022,5,22,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2056,946,700,410,49620,16031.95,19660,3653.1,557.44,39902.49,19.40782588,24.13424125,9717.51,19.58385732,4.72641537,-5682.49,74,96.5258216,46.01167315,34.04669261,19.94163424,
23-05-2022,5,22,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2101,1030,736,335,48426,11231.58,17722,3557.4,566.28,33077.26,15.74357925,23.04902427,15348.74,31.69524636,7.305445026,-4955.26,29,98.63849765,49.02427416,35.03093765,15.9447882,
24-05-2022,5,22,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2087,1107,647,333,50547,10538.53,18253,3524.4,550.16,32866.09,15.74800671,24.21993292,17680.91,34.97914812,8.47192621,-2623.09,43,97.98122066,53.04264494,31.00143747,15.95591759,
25-05-2022,5,22,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2152,990,646,516,56186,10874.86,23114,3540.9,576.68,38106.44,17.70745353,26.10873606,18079.56,32.17805147,8.401282528,-2224.44,-22,101.0328638,46.00371747,30.01858736,23.97769517,
26-05-2022,5,22,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2088,940,710,438,50850,10660.83,21226,3643.2,559,36089.03,17.2840182,24.35344828,14760.97,29.02845624,7.069430077,-5543.03,42,98.02816901,45.01915709,34.00383142,20.97701149,
27-05-2022,5,22,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2138,963,663,512,55193,10874.86,21835,3471.6,557.44,36738.9,17.18376988,25.8152479,18454.1,33.4355806,8.631478017,-1849.9,-8,100.3755869,45.04209542,31.01028999,23.94761459,
28-05-2022,5,22,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2078,1019,541,518,57051,17028.29,22946,3517.8,568.88,44060.97,21.20354668,27.4547642,12990.03,22.76915391,6.251217517,-2409.97,52,97.55868545,49.03753609,26.0346487,24.92781521,
29-05-2022,5,23,1,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,520,38529,18.08873239,25.31877934,15400,28.55606446,2113,1015,529,569,59469,16832.04,25021,3560.7,566.8,45980.54,21.76078561,28.14434453,13488.46,22.68149792,6.383558921,-1911.54,17,99.20187793,48.03596782,25.03549456,26.92853762,
30-05-2022,5,23,2,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2123,956,680,487,53750,11445.62,21612,3511.2,574.6,37143.42,17.49572303,25.3179463,16606.58,30.89596279,7.822223269,-3697.42,7,99.6713615,45.03061705,32.03014602,22.93923693,
31-05-2022,5,23,3,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,520,33625,15.78638498,25.31877934,20304,37.64950212,2052,1129,575,348,51885,10518.14,18597,3491.4,560.04,33166.58,16.16305068,25.28508772,18718.42,36.07674665,9.122037037,-1585.58,78,96.33802817,55.01949318,28.0214425,16.95906433,
01-06-2022,6,23,4,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2064,1012,599,453,53649,11068.51,20369,3653.1,580.13,35670.74,17.28233527,25.99273256,17978.26,33.51089489,8.710397287,-2320.74,66,96.90140845,49.03100775,29.02131783,21.94767442,
02-06-2022,6,23,5,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2141,1028,621,492,56101,11139.86,19616,3630,565.43,34951.29,16.32475012,26.20317609,21149.71,37.69934582,9.878425969,850.71,-11,100.5164319,48.01494629,29.00513779,22.97991593,
03-06-2022,6,23,6,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,10192,19613,3300,525,33630,15.78873239,25.31877934,20299,37.64023067,2128,1150,745,233,46935,11170.43,18003,3699.3,591.15,33463.88,15.72550752,22.05592105,13471.12,28.70165122,6.330413534,-6827.88,2,99.90610329,54.04135338,35.0093985,10.94924812,
04-06-2022,6,23,7,2,2022,9,3,4,4,1,72,24,2130,1065,639,426,53929,15096,19613,3300,525,38534,18.09107981,25.31877934,15395,28.54679301,2059,1051,577,431,53697,16877.33,20841,3653.1,592.2,41963.63,20.38058766,26.07916464,11733.37,21.85107175,5.698576979,-3661.63,71,96.66666667,51.04419621,28.02331229,20.9324915,
